FIPS,county,ST,year,population
13031,Bulloch,GA,2008,67761
13031,Bulloch,GA,2009,69213
13031,Bulloch,GA,2010,70217
13031,Bulloch,GA,2011,72881
13031,Bulloch,GA,2012,72694
13031,Bulloch,GA,2013,71214
13033,Burke,GA,1990,20600
13033,Burke,GA,1991,20661
13033,Burke,GA,1992,21031
13033,Burke,GA,1993,21352
13033,Burke,GA,1994,21602
13033,Burke,GA,1995,21742
13033,Burke,GA,1996,21542
13033,Burke,GA,1997,22725
13033,Burke,GA,1998,22854
13033,Burke,GA,1999,23217
13033,Burke,GA,2000,22243
13033,Burke,GA,2001,22591
13033,Burke,GA,2002,22794
13033,Burke,GA,2003,22949
13033,Burke,GA,2004,23189
13033,Burke,GA,2005,23299
13033,Burke,GA,2006,22986
13033,Burke,GA,2007,22754
13033,Burke,GA,2008,22732
13033,Burke,GA,2009,22797
13033,Burke,GA,2010,23316
13033,Burke,GA,2011,23504
13033,Burke,GA,2012,23125
13033,Burke,GA,2013,22923
13035,Butts,GA,1990,15300
13035,Butts,GA,1991,15537
13035,Butts,GA,1992,15675
13035,Butts,GA,1993,15909
13035,Butts,GA,1994,15631
13035,Butts,GA,1995,16025
13035,Butts,GA,1996,16583
13035,Butts,GA,1997,17205
13035,Butts,GA,1998,17837
13035,Butts,GA,1999,18380
13035,Butts,GA,2000,19522
13035,Butts,GA,2001,20629
13035,Butts,GA,2002,21346
13035,Butts,GA,2003,22099
13035,Butts,GA,2004,22362
13035,Butts,GA,2005,21045
13035,Butts,GA,2006,23561
13035,Butts,GA,2007,23759
13035,Butts,GA,2008,24423
13035,Butts,GA,2009,24392
13035,Butts,GA,2010,23655
13035,Butts,GA,2011,23504
13035,Butts,GA,2012,23524
13035,Butts,GA,2013,23361
13037,Calhoun,GA,1990,5000
13037,Calhoun,GA,1991,4952
13037,Calhoun,GA,1992,4816
13037,Calhoun,GA,1993,4980
13037,Calhoun,GA,1994,4940
13037,Calhoun,GA,1995,4851
13037,Calhoun,GA,1996,4844
13037,Calhoun,GA,1997,5071
13037,Calhoun,GA,1998,5053
13037,Calhoun,GA,1999,4936
13037,Calhoun,GA,2000,6320
13037,Calhoun,GA,2001,6307
13037,Calhoun,GA,2002,6395
13037,Calhoun,GA,2003,6122
13037,Calhoun,GA,2004,6102
13037,Calhoun,GA,2005,5972
13037,Calhoun,GA,2006,6094
13037,Calhoun,GA,2007,6098
13037,Calhoun,GA,2008,6271
13037,Calhoun,GA,2009,6306
13037,Calhoun,GA,2010,6694
13037,Calhoun,GA,2011,6740
13037,Calhoun,GA,2012,6504
13037,Calhoun,GA,2013,6523
13039,Camden,GA,1990,30200
13039,Camden,GA,1991,34231
13039,Camden,GA,1992,37669
13039,Camden,GA,1993,39766
13039,Camden,GA,1994,41662
13039,Camden,GA,1995,40714
13039,Camden,GA,1996,42798
13039,Camden,GA,1997,45153
13039,Camden,GA,1998,47443
13039,Camden,GA,1999,47032
13039,Camden,GA,2000,43664
13039,Camden,GA,2001,44061
13039,Camden,GA,2002,44702
13039,Camden,GA,2003,45470
13039,Camden,GA,2004,45108
13039,Camden,GA,2005,45759
13039,Camden,GA,2006,45118
13039,Camden,GA,2007,48689
13039,Camden,GA,2008,47641
13039,Camden,GA,2009,48277
13039,Camden,GA,2010,50513
13039,Camden,GA,2011,50410
13039,Camden,GA,2012,51402
13039,Camden,GA,2013,51476
13043,Candler,GA,1990,7700
13043,Candler,GA,1991,7947
13043,Candler,GA,1992,8041
13043,Candler,GA,1993,8284
13043,Candler,GA,1994,8477
13043,Candler,GA,1995,8637
13043,Candler,GA,1996,8676
13043,Candler,GA,1997,8909
13043,Candler,GA,1998,9078
13043,Candler,GA,1999,8953
13043,Candler,GA,2000,9577
13043,Candler,GA,2001,9508
13043,Candler,GA,2002,9764
13043,Candler,GA,2003,10023
13043,Candler,GA,2004,10193
13043,Candler,GA,2005,10321
13043,Candler,GA,2006,10674
13043,Candler,GA,2007,10550
13043,Candler,GA,2008,10580
13043,Candler,GA,2009,10680
13043,Candler,GA,2010,10998
13043,Candler,GA,2011,11276
13043,Candler,GA,2012,11117
13043,Candler,GA,2013,10937
13045,Carroll,GA,1990,71400
13045,Carroll,GA,1991,72923
13045,Carroll,GA,1992,73839
13045,Carroll,GA,1993,74996
13045,Carroll,GA,1994,76563
13045,Carroll,GA,1995,77977
13045,Carroll,GA,1996,79307
13045,Carroll,GA,1997,81402
13045,Carroll,GA,1998,83021
13045,Carroll,GA,1999,84765
13045,Carroll,GA,2000,87268
13045,Carroll,GA,2001,91956
13045,Carroll,GA,2002,94907
13045,Carroll,GA,2003,98525
13045,Carroll,GA,2004,101577
13045,Carroll,GA,2005,105453
13045,Carroll,GA,2006,107325
13045,Carroll,GA,2007,111954
13045,Carroll,GA,2008,113688
13045,Carroll,GA,2009,114778
13045,Carroll,GA,2010,110527
13045,Carroll,GA,2011,111159
13045,Carroll,GA,2012,111580
13045,Carroll,GA,2013,112355
13047,Catoosa,GA,1990,42500
13047,Catoosa,GA,1991,43321
13047,Catoosa,GA,1992,44265
13047,Catoosa,GA,1993,45359
13047,Catoosa,GA,1994,46478
13047,Catoosa,GA,1995,48008
13047,Catoosa,GA,1996,48541
13047,Catoosa,GA,1997,49567
13047,Catoosa,GA,1998,50547
13047,Catoosa,GA,1999,52100
13047,Catoosa,GA,2000,53282
13047,Catoosa,GA,2001,55197
13047,Catoosa,GA,2002,56341
13047,Catoosa,GA,2003,58085
13047,Catoosa,GA,2004,59845
13047,Catoosa,GA,2005,60813
13047,Catoosa,GA,2006,62016
13047,Catoosa,GA,2007,62241
13047,Catoosa,GA,2008,62825
13047,Catoosa,GA,2009,64035
13047,Catoosa,GA,2010,63942
13047,Catoosa,GA,2011,64530
13047,Catoosa,GA,2012,65046
13047,Catoosa,GA,2013,65311
13049,Charlton,GA,1990,8500
13049,Charlton,GA,1991,8588
13049,Charlton,GA,1992,8818
13049,Charlton,GA,1993,9063
13049,Charlton,GA,1994,9232
13049,Charlton,GA,1995,9296
13049,Charlton,GA,1996,9293
13049,Charlton,GA,1997,9272
13049,Charlton,GA,1998,9442
13049,Charlton,GA,1999,9462
13049,Charlton,GA,2000,10282
13049,Charlton,GA,2001,10393
13049,Charlton,GA,2002,10533
13049,Charlton,GA,2003,10707
13049,Charlton,GA,2004,10698
13049,Charlton,GA,2005,10790
13049,Charlton,GA,2006,10882
13049,Charlton,GA,2007,10609
13049,Charlton,GA,2008,10848
13049,Charlton,GA,2009,10725
13049,Charlton,GA,2010,12171
13049,Charlton,GA,2011,13422
13049,Charlton,GA,2012,13295
13049,Charlton,GA,2013,13255
13051,Chatham,GA,1990,216900
13051,Chatham,GA,1991,219335
13051,Chatham,GA,1992,222147
13051,Chatham,GA,1993,223946
13051,Chatham,GA,1994,225223
13051,Chatham,GA,1995,226160
13051,Chatham,GA,1996,226961
13051,Chatham,GA,1997,225934
13051,Chatham,GA,1998,225543
13051,Chatham,GA,1999,225662
13051,Chatham,GA,2000,232048
13051,Chatham,GA,2001,232064
13051,Chatham,GA,2002,233702
13051,Chatham,GA,2003,235270
13051,Chatham,GA,2004,238518
13051,Chatham,GA,2005,238410
13051,Chatham,GA,2006,241411
13051,Chatham,GA,2007,248469
13051,Chatham,GA,2008,251120
13051,Chatham,GA,2009,256992
13051,Chatham,GA,2010,265128
13051,Chatham,GA,2011,271544
13051,Chatham,GA,2012,276434
13051,Chatham,GA,2013,278434
13053,Chattahoochee,GA,1990,16900
13053,Chattahoochee,GA,1991,15137
13053,Chattahoochee,GA,1992,16335
13053,Chattahoochee,GA,1993,15954
13053,Chattahoochee,GA,1994,15645
13053,Chattahoochee,GA,1995,15871
13053,Chattahoochee,GA,1996,16137
13053,Chattahoochee,GA,1997,16320
13053,Chattahoochee,GA,1998,16679
13053,Chattahoochee,GA,1999,16654
13053,Chattahoochee,GA,2000,14882
13053,Chattahoochee,GA,2001,15134
13053,Chattahoochee,GA,2002,15440
13053,Chattahoochee,GA,2003,19333
13053,Chattahoochee,GA,2004,13506
13053,Chattahoochee,GA,2005,14679
13053,Chattahoochee,GA,2006,14041
13053,Chattahoochee,GA,2007,9430
13053,Chattahoochee,GA,2008,13754
13053,Chattahoochee,GA,2009,14402
13053,Chattahoochee,GA,2010,11267
13053,Chattahoochee,GA,2011,11749
13053,Chattahoochee,GA,2012,13037
13053,Chattahoochee,GA,2013,12842
13055,Chattooga,GA,1990,22200
13055,Chattooga,GA,1991,22394
13055,Chattooga,GA,1992,22431
13055,Chattooga,GA,1993,22606
13055,Chattooga,GA,1994,22764
13055,Chattooga,GA,1995,22884
13055,Chattooga,GA,1996,22953
13055,Chattooga,GA,1997,22922
13055,Chattooga,GA,1998,22813
13055,Chattooga,GA,1999,22858
13055,Chattooga,GA,2000,25470
13055,Chattooga,GA,2001,25901
13055,Chattooga,GA,2002,26161
13055,Chattooga,GA,2003,26422
13055,Chattooga,GA,2004,26554
13055,Chattooga,GA,2005,26570
13055,Chattooga,GA,2006,26442
13055,Chattooga,GA,2007,26797
13055,Chattooga,GA,2008,26801
13055,Chattooga,GA,2009,26619
13055,Chattooga,GA,2010,26015
13055,Chattooga,GA,2011,25736
13055,Chattooga,GA,2012,25725
13055,Chattooga,GA,2013,25138
13057,Cherokee,GA,1990,90200
13057,Cherokee,GA,1991,96846
13057,Cherokee,GA,1992,102030
13057,Cherokee,GA,1993,103324
13057,Cherokee,GA,1994,108854
13057,Cherokee,GA,1995,114751
13057,Cherokee,GA,1996,121496
13057,Cherokee,GA,1997,126838
13057,Cherokee,GA,1998,134498
13057,Cherokee,GA,1999,141686
13057,Cherokee,GA,2000,141903
13057,Cherokee,GA,2001,152170
13057,Cherokee,GA,2002,159295
13057,Cherokee,GA,2003,166639
13057,Cherokee,GA,2004,174680
13057,Cherokee,GA,2005,184211
13057,Cherokee,GA,2006,195327
13057,Cherokee,GA,2007,204363
13057,Cherokee,GA,2008,210529
13057,Cherokee,GA,2009,215084
13057,Cherokee,GA,2010,214346
13057,Cherokee,GA,2011,218286
13057,Cherokee,GA,2012,221315
13057,Cherokee,GA,2013,225106
13059,Clarke,GA,1990,87600
13059,Clarke,GA,1991,87951
13059,Clarke,GA,1992,88187
13059,Clarke,GA,1993,88771
13059,Clarke,GA,1994,90257
13059,Clarke,GA,1995,90207
13059,Clarke,GA,1996,90602
13059,Clarke,GA,1997,91042
13059,Clarke,GA,1998,90630
13059,Clarke,GA,1999,90638
13059,Clarke,GA,2000,101489
13059,Clarke,GA,2001,101800
13059,Clarke,GA,2002,103881
13059,Clarke,GA,2003,103691
13059,Clarke,GA,2004,103951
13059,Clarke,GA,2005,104439
13059,Clarke,GA,2006,112787
13059,Clarke,GA,2007,114063
13059,Clarke,GA,2008,114737
13059,Clarke,GA,2009,116342
13059,Clarke,GA,2010,116714
13059,Clarke,GA,2011,117344
13059,Clarke,GA,2012,120266
13059,Clarke,GA,2013,121265
13061,Clay,GA,1990,3400
13061,Clay,GA,1991,3346
13061,Clay,GA,1992,3384
13061,Clay,GA,1993,3454
13061,Clay,GA,1994,3455
13061,Clay,GA,1995,3473
13061,Clay,GA,1996,3360
13061,Clay,GA,1997,3461
13061,Clay,GA,1998,3453
13061,Clay,GA,1999,3524
13061,Clay,GA,2000,3357
13061,Clay,GA,2001,3390
13061,Clay,GA,2002,3392
13061,Clay,GA,2003,3358
13061,Clay,GA,2004,3317
13061,Clay,GA,2005,3242
13061,Clay,GA,2006,3180
13061,Clay,GA,2007,3207
13061,Clay,GA,2008,3231
13061,Clay,GA,2009,3113
13061,Clay,GA,2010,3183
13061,Clay,GA,2011,3111
13061,Clay,GA,2012,3116
13061,Clay,GA,2013,3045
13063,Clayton,GA,1990,182100
13063,Clayton,GA,1991,185938
13063,Clayton,GA,1992,189450
13063,Clayton,GA,1993,191130
13063,Clayton,GA,1994,194883
13063,Clayton,GA,1995,198551
13063,Clayton,GA,1996,202427
13063,Clayton,GA,1997,204197
13063,Clayton,GA,1998,208999
13063,Clayton,GA,1999,213727
13063,Clayton,GA,2000,236517
13063,Clayton,GA,2001,246779
13063,Clayton,GA,2002,252733
13063,Clayton,GA,2003,259736
13063,Clayton,GA,2004,264951
13063,Clayton,GA,2005,267966
13063,Clayton,GA,2006,271240
13063,Clayton,GA,2007,272217
13063,Clayton,GA,2008,273718
13063,Clayton,GA,2009,275772
13063,Clayton,GA,2010,259424
13063,Clayton,GA,2011,261532
13063,Clayton,GA,2012,265888
13063,Clayton,GA,2013,264220
13065,Clinch,GA,1990,6200
13065,Clinch,GA,1991,6241
13065,Clinch,GA,1992,6237
13065,Clinch,GA,1993,6358
13065,Clinch,GA,1994,6421
13065,Clinch,GA,1995,6438
13065,Clinch,GA,1996,6582
13065,Clinch,GA,1997,6641
13065,Clinch,GA,1998,6660
13065,Clinch,GA,1999,6677
13065,Clinch,GA,2000,6878
13065,Clinch,GA,2001,6833
13065,Clinch,GA,2002,6904
13065,Clinch,GA,2003,6967
13065,Clinch,GA,2004,6949
13065,Clinch,GA,2005,6996
13065,Clinch,GA,2006,6897
13065,Clinch,GA,2007,6992
13065,Clinch,GA,2008,7060
13065,Clinch,GA,2009,6988
13065,Clinch,GA,2010,6798
13065,Clinch,GA,2011,6777
13065,Clinch,GA,2012,6718
13065,Clinch,GA,2013,6795
13067,Cobb,GA,1990,447700
13067,Cobb,GA,1991,464162
13067,Cobb,GA,1992,478759
13067,Cobb,GA,1993,495405
13067,Cobb,GA,1994,508922
13067,Cobb,GA,1995,525453
13067,Cobb,GA,1996,538832
13067,Cobb,GA,1997,551059
13067,Cobb,GA,1998,566203
13067,Cobb,GA,1999,583541
13067,Cobb,GA,2000,607751
13067,Cobb,GA,2001,631767
13067,Cobb,GA,2002,651485
13067,Cobb,GA,2003,651027
13067,Cobb,GA,2004,654005
13067,Cobb,GA,2005,663818
13067,Cobb,GA,2006,679325
13067,Cobb,GA,2007,691905
13067,Cobb,GA,2008,698158
13067,Cobb,GA,2009,714692
13067,Cobb,GA,2010,688078
13067,Cobb,GA,2011,697553
13067,Cobb,GA,2012,707442
13067,Cobb,GA,2013,717190
13069,Coffee,GA,1990,29600
13069,Coffee,GA,1991,30077
13069,Coffee,GA,1992,30786
13069,Coffee,GA,1993,31263
13069,Coffee,GA,1994,32038
13069,Coffee,GA,1995,32697
13069,Coffee,GA,1996,33188
13069,Coffee,GA,1997,33904
13069,Coffee,GA,1998,34298
13069,Coffee,GA,1999,34958
13069,Coffee,GA,2000,37413
13069,Coffee,GA,2001,37815
13069,Coffee,GA,2002,38298
13069,Coffee,GA,2003,38994
13069,Coffee,GA,2004,39379
13069,Coffee,GA,2005,39674
13069,Coffee,GA,2006,40242
13069,Coffee,GA,2007,40085
13069,Coffee,GA,2008,40527
13069,Coffee,GA,2009,40868
13069,Coffee,GA,2010,42356
13069,Coffee,GA,2011,42864
13069,Coffee,GA,2012,43170
13069,Coffee,GA,2013,43220
13071,Colquitt,GA,1990,36600
13071,Colquitt,GA,1991,36692
13071,Colquitt,GA,1992,36954
13071,Colquitt,GA,1993,37263
13071,Colquitt,GA,1994,37530
13071,Colquitt,GA,1995,38072
13071,Colquitt,GA,1996,38960
13071,Colquitt,GA,1997,39616
13071,Colquitt,GA,1998,40156
13071,Colquitt,GA,1999,40724
13071,Colquitt,GA,2000,42053
13071,Colquitt,GA,2001,42201
13071,Colquitt,GA,2002,42802
13071,Colquitt,GA,2003,43203
13071,Colquitt,GA,2004,43763
13071,Colquitt,GA,2005,43915
13071,Colquitt,GA,2006,44821
13071,Colquitt,GA,2007,44814
13071,Colquitt,GA,2008,45279
13071,Colquitt,GA,2009,45596
13071,Colquitt,GA,2010,45498
13071,Colquitt,GA,2011,45645
13071,Colquitt,GA,2012,46137
13071,Colquitt,GA,2013,46275
13073,Columbia,GA,1990,66000
13073,Columbia,GA,1991,70269
13073,Columbia,GA,1992,73000
13073,Columbia,GA,1993,76746
13073,Columbia,GA,1994,79922
13073,Columbia,GA,1995,83674
13073,Columbia,GA,1996,86173
13073,Columbia,GA,1997,88812
13073,Columbia,GA,1998,91118
13073,Columbia,GA,1999,93312
13073,Columbia,GA,2000,89288
13073,Columbia,GA,2001,92427
13073,Columbia,GA,2002,94958
13073,Columbia,GA,2003,97505
13073,Columbia,GA,2004,100589
13073,Columbia,GA,2005,103812
13073,Columbia,GA,2006,106887
13073,Columbia,GA,2007,109100
13073,Columbia,GA,2008,110627
13073,Columbia,GA,2009,112958
13073,Columbia,GA,2010,124053
13073,Columbia,GA,2011,128112
13073,Columbia,GA,2012,131627
13073,Columbia,GA,2013,135416
13075,Cook,GA,1990,13500
13075,Cook,GA,1991,13497
13075,Cook,GA,1992,13465
13075,Cook,GA,1993,13820
13075,Cook,GA,1994,14009
13075,Cook,GA,1995,13950
13075,Cook,GA,1996,14351
13075,Cook,GA,1997,14627
13075,Cook,GA,1998,15011
13075,Cook,GA,1999,15197
13075,Cook,GA,2000,15771
13075,Cook,GA,2001,15855
13075,Cook,GA,2002,16122
13075,Cook,GA,2003,15951
13075,Cook,GA,2004,16255
13075,Cook,GA,2005,16366
13075,Cook,GA,2006,16333
13075,Cook,GA,2007,16432
13075,Cook,GA,2008,16608
13075,Cook,GA,2009,16603
13075,Cook,GA,2010,17212
13075,Cook,GA,2011,17125
13075,Cook,GA,2012,16923
13075,Cook,GA,2013,17066
13077,Coweta,GA,1990,53900
13077,Coweta,GA,1991,57207
13077,Coweta,GA,1992,60350
13077,Coweta,GA,1993,63713
13077,Coweta,GA,1994,67799
13077,Coweta,GA,1995,72021
13077,Coweta,GA,1996,76295
13077,Coweta,GA,1997,80658
13077,Coweta,GA,1998,85028
13077,Coweta,GA,1999,89401
13077,Coweta,GA,2000,89215
13077,Coweta,GA,2001,94571
13077,Coweta,GA,2002,97771
13077,Coweta,GA,2003,101395
13077,Coweta,GA,2004,105376
13077,Coweta,GA,2005,109903
13077,Coweta,GA,2006,115291
13077,Coweta,GA,2007,118936
13077,Coweta,GA,2008,122924
13077,Coweta,GA,2009,127111
13077,Coweta,GA,2010,127317
13077,Coweta,GA,2011,129629
13077,Coweta,GA,2012,130929
13077,Coweta,GA,2013,133180
13079,Crawford,GA,1990,9000
13079,Crawford,GA,1991,9224
13079,Crawford,GA,1992,9248
13079,Crawford,GA,1993,9577
13079,Crawford,GA,1994,9826
13079,Crawford,GA,1995,10166
13079,Crawford,GA,1996,10514
13079,Crawford,GA,1997,11044
13079,Crawford,GA,1998,10667
13079,Crawford,GA,1999,10414
13079,Crawford,GA,2000,12495
13079,Crawford,GA,2001,12559
13079,Crawford,GA,2002,12509
13079,Crawford,GA,2003,12553
13079,Crawford,GA,2004,12888
13079,Crawford,GA,2005,12874
13079,Crawford,GA,2006,12823
13079,Crawford,GA,2007,12483
13079,Crawford,GA,2008,12510
13079,Crawford,GA,2009,12240
13079,Crawford,GA,2010,12630
13079,Crawford,GA,2011,12567
13079,Crawford,GA,2012,12600
13079,Crawford,GA,2013,12504
13081,Crisp,GA,1990,20000
13081,Crisp,GA,1991,20456
13081,Crisp,GA,1992,20377
13081,Crisp,GA,1993,20361
13081,Crisp,GA,1994,20634
13081,Crisp,GA,1995,20716
13081,Crisp,GA,1996,20643
13081,Crisp,GA,1997,20662
13081,Crisp,GA,1998,20725
13081,Crisp,GA,1999,20637
13081,Crisp,GA,2000,21996
13081,Crisp,GA,2001,22133
13081,Crisp,GA,2002,22018
13081,Crisp,GA,2003,21994
13081,Crisp,GA,2004,22028
13081,Crisp,GA,2005,22017
13081,Crisp,GA,2006,22051
13081,Crisp,GA,2007,22125
13081,Crisp,GA,2008,22162
13081,Crisp,GA,2009,22210
13081,Crisp,GA,2010,23439
13081,Crisp,GA,2011,23710
13081,Crisp,GA,2012,23606
13081,Crisp,GA,2013,23336
13083,Dade,GA,1990,13100
13083,Dade,GA,1991,13282
13083,Dade,GA,1992,13341
13083,Dade,GA,1993,13549
13083,Dade,GA,1994,13911
13083,Dade,GA,1995,14158
13083,Dade,GA,1996,14486
13083,Dade,GA,1997,14664
13083,Dade,GA,1998,15058
13083,Dade,GA,1999,15344
13083,Dade,GA,2000,15154
13083,Dade,GA,2001,15508
13083,Dade,GA,2002,15615
13083,Dade,GA,2003,15910
13083,Dade,GA,2004,15992
13083,Dade,GA,2005,16040
13083,Dade,GA,2006,16233
13083,Dade,GA,2007,16098
13083,Dade,GA,2008,16142
13083,Dade,GA,2009,16127
13083,Dade,GA,2010,16633
13083,Dade,GA,2011,16570
13083,Dade,GA,2012,16490
13083,Dade,GA,2013,16507
13085,Dawson,GA,1990,9400
13085,Dawson,GA,1991,9927
13085,Dawson,GA,1992,10336
13085,Dawson,GA,1993,10703
13085,Dawson,GA,1994,11340
13085,Dawson,GA,1995,12237
13085,Dawson,GA,1996,13016
13085,Dawson,GA,1997,13875
13085,Dawson,GA,1998,14851
13085,Dawson,GA,1999,15945
13085,Dawson,GA,2000,15999
13085,Dawson,GA,2001,17176
13085,Dawson,GA,2002,17538
13085,Dawson,GA,2003,18575
13085,Dawson,GA,2004,19064
13085,Dawson,GA,2005,19731
13085,Dawson,GA,2006,20643
13085,Dawson,GA,2007,21484
13085,Dawson,GA,2008,22006
13085,Dawson,GA,2009,22555
13085,Dawson,GA,2010,22330
13085,Dawson,GA,2011,22459
13085,Dawson,GA,2012,22422
13085,Dawson,GA,2013,22686
13087,Decatur,GA,1990,25500
13087,Decatur,GA,1991,25779
13087,Decatur,GA,1992,25900
13087,Decatur,GA,1993,26026
13087,Decatur,GA,1994,26223
13087,Decatur,GA,1995,26390
13087,Decatur,GA,1996,26529
13087,Decatur,GA,1997,26614
13087,Decatur,GA,1998,27035
13087,Decatur,GA,1999,27128
13087,Decatur,GA,2000,28240
13087,Decatur,GA,2001,28175
13087,Decatur,GA,2002,28243
13087,Decatur,GA,2003,28212
13087,Decatur,GA,2004,28615
13087,Decatur,GA,2005,28618
13087,Decatur,GA,2006,28665
13087,Decatur,GA,2007,28544
13087,Decatur,GA,2008,28823
13087,Decatur,GA,2009,28838
13087,Decatur,GA,2010,27842
13087,Decatur,GA,2011,27694
13087,Decatur,GA,2012,27509
13087,Decatur,GA,2013,27359
13089,DeKalb,GA,1990,545800
13089,DeKalb,GA,1991,556092
13089,DeKalb,GA,1992,563517
13089,DeKalb,GA,1993,568921
13089,DeKalb,GA,1994,577787
13089,DeKalb,GA,1995,582095
13089,DeKalb,GA,1996,589796
13089,DeKalb,GA,1997,587730
13089,DeKalb,GA,1998,593850
13089,DeKalb,GA,1999,596853
13089,DeKalb,GA,2000,665865
13089,DeKalb,GA,2001,665133
13089,DeKalb,GA,2002,676996
13089,DeKalb,GA,2003,674334
13089,DeKalb,GA,2004,675725
13089,DeKalb,GA,2005,677959
13089,DeKalb,GA,2006,723602
13089,DeKalb,GA,2007,737093
13089,DeKalb,GA,2008,739956
13089,DeKalb,GA,2009,747274
13089,DeKalb,GA,2010,691893
13089,DeKalb,GA,2011,699893
13089,DeKalb,GA,2012,707089
13089,DeKalb,GA,2013,713340
13091,Dodge,GA,1990,17600
13091,Dodge,GA,1991,17870
13091,Dodge,GA,1992,17733
13091,Dodge,GA,1993,17889
13091,Dodge,GA,1994,17849
13091,Dodge,GA,1995,17956
13091,Dodge,GA,1996,17936
13091,Dodge,GA,1997,18196
13091,Dodge,GA,1998,18108
13091,Dodge,GA,1999,18146
13091,Dodge,GA,2000,19171
13091,Dodge,GA,2001,19143
13091,Dodge,GA,2002,19047
13091,Dodge,GA,2003,19374
13091,Dodge,GA,2004,19501
13091,Dodge,GA,2005,19574
13091,Dodge,GA,2006,19700
13091,Dodge,GA,2007,20042
13091,Dodge,GA,2008,20116
13091,Dodge,GA,2009,19749
13091,Dodge,GA,2010,21796
13091,Dodge,GA,2011,21894
13091,Dodge,GA,2012,21329
13091,Dodge,GA,2013,21221
13093,Dooly,GA,1990,9900
13093,Dooly,GA,1991,9922
13093,Dooly,GA,1992,10002
13093,Dooly,GA,1993,10275
13093,Dooly,GA,1994,10256
13093,Dooly,GA,1995,10314
13093,Dooly,GA,1996,10416
13093,Dooly,GA,1997,10413
13093,Dooly,GA,1998,10388
13093,Dooly,GA,1999,10433
13093,Dooly,GA,2000,11525
13093,Dooly,GA,2001,11651
13093,Dooly,GA,2002,11505
13093,Dooly,GA,2003,11552
13093,Dooly,GA,2004,11604
13093,Dooly,GA,2005,11749
13093,Dooly,GA,2006,11748
13093,Dooly,GA,2007,11592
13093,Dooly,GA,2008,11548
13093,Dooly,GA,2009,11819
13093,Dooly,GA,2010,14918
13093,Dooly,GA,2011,14587
13093,Dooly,GA,2012,14318
13093,Dooly,GA,2013,14304
13095,Dougherty,GA,1990,96300
13095,Dougherty,GA,1991,96725
13095,Dougherty,GA,1992,97790
13095,Dougherty,GA,1993,97837
13095,Dougherty,GA,1994,98008
13095,Dougherty,GA,1995,97511
13095,Dougherty,GA,1996,96581
13095,Dougherty,GA,1997,95800
13095,Dougherty,GA,1998,95309
13095,Dougherty,GA,1999,94080
13095,Dougherty,GA,2000,96065
13095,Dougherty,GA,2001,95723
13095,Dougherty,GA,2002,95875
13095,Dougherty,GA,2003,95684
13095,Dougherty,GA,2004,95681
13095,Dougherty,GA,2005,94882
13095,Dougherty,GA,2006,94773
13095,Dougherty,GA,2007,95693
13095,Dougherty,GA,2008,95754
13095,Dougherty,GA,2009,95859
13095,Dougherty,GA,2010,94565
13095,Dougherty,GA,2011,94788
13095,Dougherty,GA,2012,94501
13095,Dougherty,GA,2013,92969
13097,Douglas,GA,1990,71100
13097,Douglas,GA,1991,73488
13097,Douglas,GA,1992,75389
13097,Douglas,GA,1993,77423
13097,Douglas,GA,1994,79863
13097,Douglas,GA,1995,82297
13097,Douglas,GA,1996,84463
13097,Douglas,GA,1997,86653
13097,Douglas,GA,1998,89843
13097,Douglas,GA,1999,91175
13097,Douglas,GA,2000,92174
13097,Douglas,GA,2001,96006
13097,Douglas,GA,2002,98650
13097,Douglas,GA,2003,102015
13097,Douglas,GA,2004,107217
13097,Douglas,GA,2005,112760
13097,Douglas,GA,2006,119557
13097,Douglas,GA,2007,124495
13097,Douglas,GA,2008,127932
13097,Douglas,GA,2009,129703
13097,Douglas,GA,2010,132403
13097,Douglas,GA,2011,133355
13097,Douglas,GA,2012,133971
13097,Douglas,GA,2013,136379
13099,Early,GA,1990,11900
13099,Early,GA,1991,11870
13099,Early,GA,1992,11940
13099,Early,GA,1993,12054
13099,Early,GA,1994,12084
13099,Early,GA,1995,12198
13099,Early,GA,1996,12149
13099,Early,GA,1997,12152
13099,Early,GA,1998,12197
13099,Early,GA,1999,12127
13099,Early,GA,2000,12354
13099,Early,GA,2001,12282
13099,Early,GA,2002,12172
13099,Early,GA,2003,12224
13099,Early,GA,2004,12091
13099,Early,GA,2005,12056
13099,Early,GA,2006,12065
13099,Early,GA,2007,11836
13099,Early,GA,2008,11713
13099,Early,GA,2009,11568
13099,Early,GA,2010,11008
13099,Early,GA,2011,10778
13099,Early,GA,2012,10594
13099,Early,GA,2013,10542
13101,Echols,GA,1990,2300
13101,Echols,GA,1991,2318
13101,Echols,GA,1992,2291
13101,Echols,GA,1993,2252
13101,Echols,GA,1994,2187
13101,Echols,GA,1995,2325
13101,Echols,GA,1996,2325
13101,Echols,GA,1997,2422
13101,Echols,GA,1998,2401
13101,Echols,GA,1999,2534
13101,Echols,GA,2000,3754
13101,Echols,GA,2001,3726
13101,Echols,GA,2002,3842
13101,Echols,GA,2003,3999
13101,Echols,GA,2004,4101
13101,Echols,GA,2005,4253
13101,Echols,GA,2006,4274
13101,Echols,GA,2007,4093
13101,Echols,GA,2008,4063
13101,Echols,GA,2009,4213
13101,Echols,GA,2010,4034
13101,Echols,GA,2011,4129
13101,Echols,GA,2012,3988
13101,Echols,GA,2013,4057
