FIPS,County,ST,Neighboring,UrbanPop-2010,RuralPop-2010,MedianHouseholdInc-2008-12,Elevation-ft,TotalArea-sqmi,LandArea-sqmi,WaterArea-sqmi
1061,Geneva,AL,01039010310104501069120631205912131,2775,24015,33618,107,578.95,574.41,4.54
1063,Greene,AL,0110701125010650109101119,0,9045,23777,110,659.94,647.11,12.83
1065,Hale,AL,0106301125010070110501091,1707,14053,29409,220,656.50,643.94,12.56
1067,Henry,AL,010450106901005132391306113099,2119,15183,40680,371,568.31,561.75,6.56
1069,Houston,AL,01045010670106113099132531206312059,67220,34327,41828,371,581.65,579.82,1.83
1071,Jackson,AL,01049010890109513083470514711547103,12233,40994,37059,615,1126.77,1077.87,48.90
1073,Jefferson,AL,011270100901115011170100701125,593714,64752,45415,620,1123.81,1111.28,12.54
1075,Lamar,AL,0109301057011072808728095,0,14564,35271,365,605.46,604.85,.62
1077,Lauderdale,AL,0103301079010834705547099471814707128141,47008,45701,40701,536,720.99,667.70,53.29
1079,Lawrence,AL,01059010330107701083011030104301133,2991,31348,39526,536,717.20,690.68,26.52
1081,Lee,AL,011130108701123010171314513215,101806,38441,43189,730,615.85,607.54,8.31
1083,Limestone,AL,010770107901089011034705547103,35092,47690,48197,580,607.19,559.94,47.25
1085,Lowndes,AL,010010110101041010130113101047,0,11299,28023,180,725.07,715.91,9.16
1087,Macon,AL,010510112301081011130101101101,9536,11916,27957,455,613.21,608.89,4.32
1089,Madison,AL,010710109501103010834710347051,279763,55048,58242,600,812.70,801.59,11.11
1091,Marengo,AL,0111901063010650110501047011310102501023,6452,14575,34515,225,982.67,976.88,5.79
1093,Marion,AL,01059011330112701057010752809528057,3430,27346,31970,950,743.57,742.29,1.28
1095,Marshall,AL,01089010710104901055010090104301103,43469,49550,38649,1140,623.18,565.84,57.34
1097,Mobile,AL,011290102501003280592803928041,330310,82682,42973,211,1644.01,1229.44,414.58
1099,Monroe,AL,010030102501053010350101301131,4834,18234,30996,410,1034.42,1025.67,8.74
1101,Montgomery,AL,01011010410105101085010870100101109,205300,24063,44401,183,799.91,784.25,15.66
1103,Morgan,AL,0107901083010890109501043,73370,46120,45852,580,599.05,579.34,19.72
1105,Perry,AL,0106501007010210104701091,0,10591,31008,170,723.88,719.66,4.22
1107,Pickens,AL,01075010570112501063011192810328087,0,19746,28762,228,890.13,881.41,8.72
1109,Pike,AL,010410110101011010050104501031,15897,17002,31702,580,673.01,672.09,.91
1111,Randolph,AL,01017011230102701029130451314913285,4275,18638,35074,745,584.13,580.55,3.59
1113,Russell,AL,01005010110108701081132151305313259,34199,18748,33591,220,647.19,641.14,6.05
1115,St. Clair,AL,010090105501015011210111701073,22740,60853,49652,590,653.64,631.90,21.74
1117,Shelby,AL,01073011150112101037010210100701125,150323,44762,69379,462,809.53,784.93,24.59
1119,Sumter,AL,01107010630109101023280752806928103,0,13763,22655,160,913.32,903.89,9.43
1121,Talladega,AL,011170111501015010290102701037,36360,45931,35209,565,760.31,736.78,23.53
1123,Tallapoosa,AL,01037010270111101017010810108701051,10726,30890,38611,760,766.25,716.52,49.73
1125,Tuscaloosa,AL,0110701057011270107301117010070106501063,145003,49653,43996,170,1351.25,1321.75,29.50
1127,Walker,AL,01057010930113301043010090107301125,17367,49656,37408,334,805.19,791.19,14.00
1129,Washington,AL,0102301025010972804128153,0,17581,42256,405,1088.57,1080.21,8.36
1131,Wilcox,AL,010910104701085010130109901025,0,11670,24212,405,907.41,888.50,18.91
1133,Winston,AL,0109301059010790104301127,3699,20785,32830,950,631.87,612.98,18.89
2013,Aleutians East (B),AK,0201602164,0,3141,58125,NA,15009.86,6981.94,8027.92
2016,Aleutians West (CA),AK,02013,0,5561,77292,NA,14116.44,4390.28,9726.16
2020,Anchorage (B),AK,021220217002261,279811,12015,76495,NA,1961.00,1704.68,256.32
2050,Bethel (CA),AK,021640207002170022700229002122,4434,12579,52349,NA,45504.21,40570.00,4934.20
2060,Bristol Bay (B),AK,0207002164,0,997,79931,NA,887.56,503.84,383.72
2068,Denali (B),AK,02240020900217002290,0,1826,74044,NA,12776.92,12751.41,25.51
2070,Dillingham (CA),AK,020500206002164,0,4847,56857,NA,20915.21,18568.78,2346.43
2090,Fairbanks North Star (B),AK,020680224002290,67457,30124,69485,NA,7443.69,7338.21,105.48
2100,Haines (B),AK,021050211002230,0,2508,50208,NA,2725.50,2318.60,406.90
2105,Hoonah-Angoon (CA),AK,0210002110021950222002282,0,2150,48942,NA,10914.15,7524.91,3389.24
2110,Juneau (B),AK,0210002105,24537,6738,78947,NA,3253.89,2701.93,551.96
2122,Kenai Peninsula (B),AK,020200205002150021640217002261,11447,43953,59421,NA,24752.32,16075.33,8676.99
2130,Ketchikan Gateway (B),AK,0219802275,10352,3125,59736,NA,6653.56,4858.41,1795.15
2150,Kodiak Island (B),AK,0212202164,9335,4257,70976,NA,12021.83,6549.58,5472.25
2164,Lake and Peninsula (B),AK,020130212202050020600207002150,0,1631,49808,NA,32922.50,23652.01,9270.49
2170,Matanuska-Susitna (B),AK,02020020500226102068022400229002122,44236,44759,70728,NA,25257.61,24607.90,649.71
2180,Nome (CA),AK,021880227002290,3222,6270,51472,NA,28277.62,22961.76,5315.86
2185,North Slope (B),AK,0229002188,3835,5595,76679,NA,94796.28,88695.41,6100.87
2188,Northwest Arctic (B),AK,021800218502290,3200,4323,60870,NA,40748.94,35572.58,5176.35
2195,Petersburg (CA),AK,02105021980222002275,0,3815,61696,NA,5684.07,3281.98,2402.08
2198,Prince of Wales-Hyder (CA),AK,021300219502275,0,5559,45774,NA,7683.28,3922.87,3760.41
2201,Pr of Wales-OuterKetch(CA),AK,0213002280,NA,NA,NA,NA,NA,NA,NA
2220,Sitka (B),AK,0210502195,7027,1854,66895,NA,4811.43,2870.34,1941.09
2230,Skagway Municipality (B),AK,02100,0,968,71583,NA,464.04,452.32,11.71
2232,Skagway-Hoonah-Angoon (CA),AK,0210002110022200228202280,NA,NA,NA,NA,NA,NA,NA
2240,Southeast Fairbanks (CA),AK,0206802090021700226102290,0,7029,62712,NA,25059.46,24768.81,290.66
2261,Valdez-Cordova (CA),AK,0202002170021220228202240,0,9636,67421,NA,40340.17,34239.88,6100.29
2270,Wade Hampton (CA),AK,020500218002290,0,7459,40608,NA,19672.95,17081.43,2591.52
2275,Wrangell (B),AK,021300219502198,0,2369,47348,NA,3462.06,2541.48,920.57
2280,Wrangell-Petersburg (CA),AK,0223202201,NA,NA,NA,NA,NA,NA,NA
2282,Yakutat (B),AK,0210502261,0,662,71705,NA,9462.87,7649.46,1813.41
2290,Yukon-Koyukuk (CA),AK,020500206802090021700218002185021880224002270,0,5588,35559,NA,147804.63,145504.79,2299.84
4001,Apache,AZ,040110400904017350033500635031350450808349037,18551,52967,31615,6340,11218.44,11197.52,20.92
4003,Cochise,AZ,0402304019040090401135023,83666,47680,45505,4610,6218.60,6165.69,52.91
4005,Coconino,AZ,040170400704025040154902549037,92124,42297,48320,6950,18661.34,18618.89,42.46
4007,Gila,AZ,040050401704009040210401304025,31589,22008,38504,5100,4795.43,4757.93,37.50
4009,Graham,AZ,04021040070401704001040110400304019,19936,17284,44421,2900,4641.07,4622.60,18.47
4011,Greenlee,AZ,040030400904001350033501735023,4508,3929,49692,3460,1848.43,1843.13,5.31
4012,La Paz,AZ,04013040150402504027060250606506071,8948,11541,35093,NA,4513.75,4499.63,14.12
4013,Maricopa,AZ,040270402504007040210401904012,3726888,90229,54385,1117,9224.39,9200.14,24.25
4015,Mohave,AZ,0401204025040054905349025320033201706071,154216,45970,39383,3820,13460.65,13311.08,149.56
4017,Navajo,AZ,0400104009040070400549037,49278,58171,37683,4895,9959.72,9950.42,9.30
4019,Pima,AZ,040270401304021040090400304023,906513,73750,46443,2584,9189.10,9187.04,2.06
4021,Pinal,AZ,04013040070400904019,293459,82311,50164,1405,5374.23,5365.61,8.62
4023,Santa Cruz,AZ,0401904003,34672,12748,37692,4985,1238.11,1236.92,1.19
4025,Yavapai,AZ,0400504007040130401204015,140976,70057,43652,5510,8127.94,8123.50,4.44
4027,Yuma,AZ,04012040130401906025,175335,20416,41156,194,5519.11,5513.99,5.12
5001,Arkansas,AR,05085051170509505107050410507905069,12418,6601,39883,198,1033.75,988.77,44.98
5003,Ashley,AR,05139050110504305017221232206722111,10559,11294,38069,175,940.53,925.35,15.18
5005,Baxter,AR,050490506505137051290508929153,14180,27333,35209,800,586.71,554.28,32.43
5007,Benton,AR,05015050870514340001400412911929009,165650,55689,53515,1360,883.91,847.36,36.55
5009,Boone,AR,0508905129051010501529213,13950,22953,38364,1170,601.83,590.23,11.60
5011,Bradley,AR,0501305025050430500305139,5801,5707,32321,206,652.92,649.23,3.69
5013,Calhoun,AR,0510305039050250501105139,0,5368,31425,264,632.41,628.58,3.83
5015,Carroll,AR,05009051010508705007290092920929213,7456,19990,35558,1518,638.80,630.09,8.71
5017,Chicot,AR,050030504305041280112815128055220352212322067,5395,6405,25188,140,690.79,644.30,46.48
5019,Clark,AR,051090509705059050390510305099,10491,12504,32393,196,882.83,866.07,16.76
5021,Clay,AR,0505505121290232906929181,6617,9466,32695,293,641.44,639.46,1.97
5023,Cleburne,AR,0514105137050630514505045,6357,19613,39410,550,591.92,553.69,38.23
5025,Cleveland,AR,05053050690507905043050110501305039,0,8689,38060,264,598.75,597.78,.97
5027,Columbia,AR,050730509905103051392202722119,10438,14114,34895,315,766.75,766.05,.70
5029,Conway,AR,0511505045051410510505149,6272,15001,32625,280,566.67,552.25,14.42
5031,Craighead,AR,050750505505093051110506729069,65419,31024,41054,345,712.67,707.21,5.47
5033,Crawford,AR,051430508705047051314000140135,29759,32189,39981,793,604.24,593.09,11.15
5035,Crittenden,AR,050770512305037051110509347167471572803328143,40270,10632,36521,563,636.38,609.76,26.62
5037,Cross,AR,0506705111050350512305147,7722,10148,39665,215,622.31,616.38,5.93
5039,Dallas,AR,050190505905053050250501305103,3844,4272,30309,264,668.11,667.39,.72
5041,Desha,AR,050010501705043050790510728011280272815105069,8921,4087,29504,160,819.53,768.15,51.37
5043,Drew,AR,050250507905041050170500305011,9512,8997,32087,300,835.66,828.36,7.31
5045,Faulkner,AR,05029051410502305145050850511905105,69346,43891,49008,316,664.07,647.88,16.19
5047,Franklin,AR,050330514305087050710508305131,3153,14972,35918,396,619.64,608.86,10.79
5049,Fulton,AR,051350506505005291532909129149,867,11378,35059,690,620.33,618.19,2.13
5051,Garland,AR,0514905105051250505905097,60588,35436,38680,680,734.62,677.78,56.84
5053,Grant,AR,050250503905059050690511905125,4458,13395,49063,290,632.93,631.81,1.12
5055,Greene,AR,0512105021050310507529069,24620,17470,38481,276,579.56,577.70,1.86
5057,Hempstead,AR,05061051090509905073050910508105133,10000,12609,31193,375,741.18,727.52,13.66
5059,Hot Spring,AR,050510512505053050390501905097,11204,21719,39652,680,622.17,615.20,6.97
5061,Howard,AR,051130509705109050570508105133,4479,9310,35236,550,595.31,588.55,6.76
5063,Independence,AR,05065051350507505067051450502305137,11513,25134,34374,571,771.52,763.95,7.57
5065,Izard,AR,0500505049051350506305137,0,13696,31011,600,584.02,580.58,3.44
5067,Jackson,AR,05063050750503105111050370514705145,6288,11709,31692,220,641.50,633.94,7.56
5069,Jefferson,AR,0505305025051190508505001050790511705041,53495,23940,37561,215,913.78,870.75,43.03
5071,Johnson,AR,050870510105115051490508305047,7313,18227,32198,500,682.74,659.80,22.94
5073,Lafayette,AR,05091050570509905027221192201522017,0,7645,28633,375,545.08,528.27,16.81
5075,Lawrence,AR,051350512105055050310506705063,6346,11069,32205,269,592.34,587.61,4.73
5077,Lee,AR,0510705095051230503528143,3804,6620,26098,234,619.50,602.62,16.88
5079,Lincoln,AR,0506905001050410504305025,0,14134,34107,160,572.18,561.52,10.67
5081,Little River,AR,051330506105057050914803740089,4146,9025,39042,300,564.77,532.25,32.51
5083,Logan,AR,051310504705071051150514905127,6478,15875,37237,500,731.56,708.12,23.43
5085,Lonoke,AR,051190504505145051170500105069,37724,30632,51499,235,802.84,770.73,32.11
5087,Madison,AR,05007050150510105071050470503305143,0,15717,33481,1270,837.08,834.26,2.82
5089,Marion,AR,0500505129050092921329153,0,16653,33497,800,640.32,597.01,43.31
5091,Miller,AR,05081050570507322015220174806748037,26072,17390,40314,300,637.65,625.58,12.07
5093,Mississippi,AR,050350511105031290692915547045470974716747157,29623,16857,35651,252,919.81,900.57,19.24
5095,Monroe,AR,051170514705123050770510705001,2528,5621,28075,205,621.30,607.12,14.18
5097,Montgomery,AR,0511305127051490505105059050190510905061,0,9487,33240,697,800.29,779.88,20.41
5099,Nevada,AR,051090501905103050270507305057,2773,6224,35578,308,620.64,617.84,2.80
5101,Newton,AR,050870507105115051290501505009,0,8330,27790,1170,823.19,820.90,2.29
5103,Ouachita,AR,050190503905013051390502705099,11401,14719,32032,116,739.75,732.78,6.97
5105,Perry,AR,051490502905045051190512505051,0,10445,42738,330,560.53,551.40,9.13
5107,Phillips,AR,05041050010509505077281432802728011,11321,10436,27219,220,727.34,695.66,31.68
5109,Pike,AR,051130509705019050990505705061,0,11291,32087,587,614.13,600.62,13.51
5111,Poinsett,AR,0506705031050930503505037,7095,17488,31743,229,763.61,758.39,5.22
5113,Polk,AR,05127050970510905061051334008940079,5499,15163,33479,1207,862.46,857.68,4.78
5115,Pope,AR,05071051010512905141050290514905083,28102,33652,40948,346,830.78,812.55,18.23
5117,Prairie,AR,051450514705095050010506905085,0,8715,35806,204,675.61,647.96,27.66
5119,Pulaski,AR,050450508505069050530512505105,335759,46989,46102,257,807.66,759.76,47.90
5121,Randolph,AR,291492918105021050550507505135,5854,12115,32539,330,656.04,652.19,3.85
5123,St. Francis,AR,0503705035050770509505147,13690,14568,30104,234,642.51,634.77,7.74
5125,Saline,AR,0510505119050530505905051,68384,38734,53817,285,730.49,723.60,6.89
5127,Scott,AR,400790513105083051490509705113,3330,7903,38130,675,898.07,892.32,5.75
5129,Searcy,AR,05009050890500505137051410511505101,0,8195,30301,595,668.51,666.09,2.42
5131,Sebastian,AR,050330504705083051274007940135,99574,26170,40247,447,546.16,531.91,14.25
5133,Sevier,AR,0511305061050570508140089,6209,10849,32081,420,581.28,565.13,16.15
5135,Sharp,AR,050490512105075050630506529149,3443,13821,30240,490,606.44,604.44,2.00
5137,Stone,AR,051290500505065050630502305141,0,12394,32834,770,609.43,606.40,3.03
5139,Union,AR,0502705103050130501105003220672211122027,18944,22695,39349,252,1055.20,1039.21,15.99
5141,Van Buren,AR,051290513705023050450502905115,0,17295,33900,550,724.28,708.14,16.14
5143,Washington,AR,0500705087050470503340001,151294,51771,41429,1270,952.41,941.97,10.44
5145,White,AR,05023050630506705147051170508505045,35210,41866,41410,245,1042.15,1035.08,7.07
5147,Woodruff,AR,051450506705037051230509505117,0,7260,28061,205,594.01,586.79,7.22
5149,Yell,AR,0508305071051150502905105050510509705127,4631,17554,38245,330,948.86,929.98,18.87
6001,Alameda,CA,06013060770609906085,1504402,5869,71516,490,821.33,739.02,82.31
6003,Alpine,CA,060510610906009060050601732005,0,1175,59931,5671,743.18,738.33,4.85
6005,Amador,CA,0601706003060090607706067,15075,23016,53462,715,605.96,594.58,11.37
6007,Butte,CA,061030606306115061010601106021,178416,41584,43339,522,1677.13,1636.46,40.67
6009,Calaveras,CA,0600306005060770609906109,11208,34370,54686,4696,1036.93,1020.01,16.92
6011,Colusa,CA,0602106007061010611306033,14624,6795,52165,60,1156.36,1150.73,5.63
6013,Contra Costa,CA,06095060670607706001,1040709,8316,78187,245,803.77,715.94,87.83
6015,Del Norte,CA,06093060234101541033,18976,9634,39626,40,1229.74,1006.37,223.37
6017,El Dorado,CA,0600306005060670606132005,118231,62827,70117,1890,1786.36,1707.88,78.47
6019,Fresno,CA,0603906051060270610706031060530606906047,829913,100537,45741,328,6011.20,5957.99,53.21
6021,Glenn,CA,0610306007060110603306045,16628,11494,42641,791,1326.98,1313.95,13.03
6023,Humboldt,CA,06015060930610506045,94561,40062,40830,43,4052.26,3567.99,484.27
6025,Imperial,CA,06073060650402704012,144129,30399,41255,0,4481.72,4176.60,305.12
6027,Inyo,CA,0607106029061070601906051320093202332003,9935,8611,45000,4108,10226.91,10180.88,46.03
6029,Kern,CA,060790608306111060370607106027061070603106053,753938,85693,47727,475,8162.64,8131.92,30.72
6031,Kings,CA,0601906107060290607906053,136381,16601,48761,242,1391.53,1389.42,2.11
6033,Lake,CA,060450602106011061130605506097,43257,21408,38147,1347,1329.42,1256.46,72.96
6035,Lassen,CA,0609106063060890604932031,10285,24610,51921,4148,4720.12,4541.18,178.94
6037,Los Angeles,CA,06111060290607106059,9759181,59424,56241,105,4750.94,4057.88,693.06
6039,Madera,CA,0604706043060510601906109,101193,49672,47937,268,2153.27,2137.07,16.20
6041,Marin,CA,06097,235952,16457,90962,16,828.19,520.31,307.89
6043,Mariposa,CA,06099061090603906047,0,18251,52584,5120,1462.82,1448.82,14.00
6045,Mendocino,CA,060230602106105061030603306097,48110,39731,43721,80,3878.14,3506.34,371.80
6047,Merced,CA,06099061090604306039060190606906085,219283,36510,43565,169,1978.51,1934.97,43.54
6049,Modoc,CA,060350608906093410354103732031,2910,6776,37482,4400,4203.40,3917.77,285.63
6051,Mono,CA,060030601906027060390610932005320093201932021,7693,6509,61868,5671,3131.88,3048.98,82.89
6053,Monterey,CA,060190602906031060690607906087,374315,40742,60143,75,3771.22,3280.60,490.63
6055,Napa,CA,06113060950603306097,118194,18290,69571,60,788.58,748.36,40.22
6057,Nevada,CA,06061061150609132031,57150,41614,57382,5156,973.80,957.77,16.03
6059,Orange,CA,06037060710606506073,3005917,4315,75566,115,948.07,790.57,157.50
6061,Placer,CA,0611506057060170606706101320313251032005,300393,48039,73356,1292,1502.46,1407.01,95.45
6063,Plumas,CA,060890603506091061150600706103,5197,14810,45358,3409,2613.43,2553.04,60.38
6065,Riverside,CA,0605906073060250607104012,2088429,101212,57096,840,7303.42,7206.48,96.94
6067,Sacramento,CA,0611306101060610601706005060770601306095,1389531,29257,55846,17,994.02,964.64,29.37
6069,San Benito,CA,0608706085060470601906053,42002,13267,63939,279,1390.47,1388.71,1.76
6071,San Bernardino,CA,0606506059060370602906027320030401504012,1938853,96357,54750,1125,20104.83,20056.94,47.89
6073,San Diego,CA,060590606506025,2993259,102054,63373,13,4525.68,4206.63,319.05
6075,San Francisco,CA,06081,805235,0,73802,52,231.89,46.87,185.02
6077,San Joaquin,CA,06067060050609906009060850600106013,627241,58065,53895,22,1426.50,1391.32,35.18
6079,San Luis Obispo,CA,0605306031060290611106083,224887,44750,59628,320,3615.55,3298.57,316.98
6081,San Mateo,CA,060750608506087,704865,13586,87751,21,740.96,448.41,292.55
6083,Santa Barbara,CA,060790602906111,402626,21269,62723,5,3789.08,2735.09,1053.99
6085,Santa Clara,CA,06087060810600106069060470609906077,1762335,19307,90747,67,1304.07,1290.10,13.97
6087,Santa Cruz,CA,06081060850606906053,230793,31589,66571,125,607.17,445.17,162.00
6089,Shasta,CA,060930604906035060630610306105,125321,51902,44396,3015,3847.42,3775.40,72.02
6091,Sierra,CA,0605706115060630603532031,9,3231,42500,4975,962.21,953.21,9.00
6093,Siskiyou,CA,0601506023061050608906049410334102941035,15344,29556,37948,2625,6347.34,6277.89,69.46
6095,Solano,CA,06055061130606706013,397974,15370,69006,105,906.19,821.76,84.43
6097,Sonoma,CA,06045060330605506041,424102,59776,63565,167,1767.95,1575.85,192.10
6099,Stanislaus,CA,06077060090610906043060470608506001,473396,41057,49866,91,1514.69,1494.83,19.86
6101,Sutter,CA,060110600706115060610606706113,80718,14019,50510,60,608.49,602.41,6.08
6103,Tehama,CA,061050608906063060070602106045,30787,32676,40307,342,2962.17,2949.71,12.46
6105,Trinity,CA,0602306093060890610306045,0,13786,36569,2050,3207.60,3179.25,28.34
6107,Tulare,CA,06019060270602906031,373730,68449,43803,395,4838.65,4824.21,14.44
6109,Tuolumne,CA,06009060030605106043060390604706099,28255,27110,48169,1749,2274.43,2220.88,53.55
6111,Ventura,CA,06083060790602906037,797593,25725,76483,49,2208.38,1843.13,365.25
6113,Yolo,CA,060550603306011061010606706095,186931,13918,57260,69,1023.56,1014.69,8.87
6115,Yuba,CA,061010600706063060910605706061,53234,18921,46641,60,643.81,631.84,11.97
8001,Adams,CO,0801308123080870812108005080310805908014,425615,15988,56633,5283,1183.90,1167.65,16.24
8003,Alamosa,CO,0810908055080230802108105,9751,5694,38045,7536,723.34,722.64,.70
8005,Arapahoe,CO,08001081210807308039080350805908031,562992,9011,60400,5283,805.44,798.10,7.34
8007,Archuleta,CO,08067080530807908105080213503935045,4909,7175,54007,7238,1355.51,1350.18,5.34
8009,Baca,CO,08071080110809920187201294002535059,0,3788,39497,4405,2557.34,2554.97,2.37
8011,Bent,CO,0808908061080990800908071,4032,2467,36297,3891,1541.08,1512.86,28.22
8013,Boulder,CO,08069081230800108059080470804908014,268312,26255,67403,5445,740.37,726.29,14.08
8014,Broomfield,CO,08001080130805908123,55563,326,80483,0,33.60,33.03,.57
8015,Chaffee,CO,080650809308043081090805108097,11146,6663,45713,7060,1014.95,1013.40,1.55
8017,Cheyenne,CO,0806108073080632019920071,0,1836,50357,4284,1781.43,1778.28,3.15
8019,Clear Creek,CO,0804908047080590809308117,0,9088,60517,7555,396.49,395.23,1.27
8021,Conejos,CO,080030800708023081053503935055,0,8256,32860,7536,1290.96,1287.39,3.57
8023,Costilla,CO,080030802108055080713500735055,0,3524,25309,7536,1230.36,1226.95,3.41
8025,Crowley,CO,0810108041080730806108089,0,5823,38507,4310,800.33,787.42,12.91
8027,Custer,CO,08043081010805508109,0,4255,42534,7860,739.92,738.63,1.30
8029,Delta,CO,080770805108085,11399,19553,42786,5055,1148.60,1142.05,6.55
8031,Denver,CO,080010800508059,600158,0,49091,5283,154.63,153.00,1.63
8033,Dolores,CO,0811308111080670808349037,0,2064,43098,6693,1068.10,1067.05,1.05
8035,Douglas,CO,0805908005080390804108119,256098,29367,101108,6300,842.87,840.25,2.62
8037,Eagle,CO,080450810708049081170806508097,41766,10431,71030,6497,1691.79,1684.53,7.26
8039,Elbert,CO,0803508005081210807308041,0,23086,80811,6300,1851.02,1850.85,.17
8041,El Paso,CO,08119080350803908073080250810108043,566668,55595,57531,6145,2129.55,2126.80,2.75
8043,Fremont,CO,08015080930811908041081010802708109,34453,12371,40893,5343,1533.93,1533.07,.86
8045,Garfield,CO,08103081070803708097080774901949047,42797,13592,60215,5400,2955.84,2947.56,8.27
8047,Gilpin,CO,08049080130805908019,0,5441,62286,7555,150.26,149.90,.36
8049,Grand,CO,0805708069080130804708019081170803708107,2583,12260,64416,8680,1869.59,1846.33,23.26
8051,Gunnison,CO,0808508029080970801508109080530809108077,6343,8981,50091,7664,3259.63,3239.10,20.53
8053,Hinsdale,CO,08091080510810908079080070806708111,0,843,54844,9001,1123.17,1117.25,5.92
8055,Huerfano,CO,080270810108071080230800308109,2943,3768,32754,6221,1593.24,1591.00,2.24
8057,Jackson,CO,0806908049081075600756001,0,1394,45298,8099,1620.96,1613.72,7.24
8059,Jefferson,CO,08019080470801308001080310800508035081190809308014,497679,36864,68748,5637,774.03,764.21,9.82
8061,Kiowa,CO,0801108017080250807308089080992007120075,0,1398,41739,4215,1785.93,1767.77,18.16
8063,Kit Carson,CO,08017080730812108125200232018120199,4243,4027,42832,4334,2161.69,2160.82,.87
8065,Lake,CO,0803708117080930801508097,5039,2271,45082,10158,383.91,376.91,7.00
8067,La Plata,CO,080070803308053080830811135045,20560,30774,57407,6550,1699.71,1692.08,7.63
8069,Larimer,CO,080570804908013081235600156021,264692,34938,57927,5001,2633.95,2596.00,37.95
8071,Las Animas,CO,0802308055081010808908011080093505935007,9181,6326,41623,5746,4775.35,4772.67,2.68
8073,Lincoln,CO,080410803908005081210806308017080610802508101,0,5467,43807,5560,2586.42,2577.63,8.80
8075,Logan,CO,0812308087081210812508095081153110531033,16088,6621,41369,3939,1844.86,1838.55,6.32
8077,Mesa,CO,08045080970805108029080854903749019,128124,18599,51029,4855,3341.12,3328.97,12.15
8079,Mineral,CO,08053081090810508007,0,712,52750,8500,877.68,875.67,2.02
8081,Moffat,CO,081030810749047490095603756007,10021,3774,51008,6285,4750.91,4743.29,7.62
8083,Montezuma,CO,080330811108067350450400149037,8380,17155,44102,6177,2040.15,2029.53,10.62
8085,Montrose,CO,08077080290805108091081134903749019,22706,18570,47139,5830,2242.60,2240.70,1.90
8087,Morgan,CO,08123080750812108001,18994,9165,42829,4321,1293.74,1280.43,13.31
8089,Otero,CO,0810108025080610801108071,12352,6479,31860,4178,1269.70,1261.96,7.74
8091,Ouray,CO,0808508051080530811108113,0,4436,66474,8756,542.21,541.59,.62
8093,Park,CO,08065081170801908059081190804308015,0,16206,62594,7733,2210.65,2193.85,16.81
8095,Phillips,CO,0812508075081153113531029,0,4442,45339,3746,688.04,687.93,.12
