FIPS,Alfalfa,Otherhay,Barley,Barley.Winter,Maize,Sorghum,Soybean,Wheat,Wheat.Winter
5017,0,352,0,0,665,NA,127,NA,187
5019,0,NA,0,0,0,0,0,0,0
5021,0,89,0,0,555,145,650,0,156
5023,0,707,0,0,0,0,0,0,0
5025,0,0,0,0,0,0,0,0,0
5027,0,162,0,0,0,0,0,0,0
5029,0,NA,0,0,NA,NA,624,NA,NA
5031,0,124,0,0,469,9,123,NA,33
5033,0,0,0,0,37,0,239,NA,NA
5035,0,0,0,0,NA,78,134,NA,302
5037,0,NA,0,0,961,126,146,NA,184
5039,0,NA,0,0,0,0,0,0,0
5041,0,0,0,0,666,25,129,0,426
5043,0,NA,0,0,274,NA,370,NA,NA
5045,0,378,0,0,NA,0,343,NA,NA
5047,0,69,0,0,0,0,0,0,0
5049,0,0,0,0,0,0,0,0,0
5051,NA,NA,0,0,0,0,0,0,0
5053,0,NA,0,0,0,0,0,0,0
5055,0,361,0,0,435,70,465,0,383
5057,0,186,0,0,0,0,0,0,0
5059,0,44,0,0,0,0,0,0,0
5061,0,120,0,0,0,0,0,0,0
5063,0,532,0,0,NA,NA,163,NA,NA
5065,0,NA,0,0,NA,0,0,NA,NA
5067,0,NA,0,0,959,21,131,NA,28
5069,0,357,0,0,581,73,663,NA,261
5071,0,NA,0,0,NA,0,NA,0,0
5073,0,186,0,0,172,NA,570,NA,NA
5075,0,246,0,0,702,195,454,NA,NA
5077,0,NA,0,0,297,106,561,NA,251
5079,0,NA,0,0,NA,NA,579,NA,253
5081,0,99,0,0,621,0,363,NA,NA
5083,0,NA,0,0,671,0,NA,0,0
5085,0,557,0,0,434,NA,639,NA,18
5087,NA,NA,0,0,0,0,0,NA,NA
5089,0,0,0,0,0,0,0,0,0
5091,0,39,0,0,370,0,98,0,0
5093,0,33,0,0,233,22,138,NA,460
5095,0,NA,0,0,459,138,125,NA,249
5097,0,180,0,0,0,0,0,0,0
5099,0,0,0,0,0,0,0,0,0
5101,0,NA,0,0,0,0,0,0,0
5103,0,NA,0,0,0,0,0,0,0
5105,0,598,0,0,NA,0,100,NA,NA
5107,0,0,0,0,655,155,152,NA,303
5109,0,823,0,0,0,0,0,0,0
5111,0,NA,0,0,301,186,167,NA,66
5113,0,179,0,0,0,0,0,0,0
5115,0,362,0,0,NA,0,97,NA,NA
5117,0,111,0,0,NA,29,661,0,0
5119,0,122,0,0,492,NA,119,NA,NA
5121,0,232,0,0,607,NA,278,0,0
5123,0,NA,0,0,237,43,132,NA,182
5125,0,47,0,0,0,0,0,0,0
5127,0,0,0,0,0,0,0,0,0
5129,0,NA,0,0,0,0,0,0,0
5131,0,NA,0,0,0,0,0,0,0
5133,0,NA,0,0,0,0,0,0,0
5135,0,85,0,0,0,0,0,0,0
5137,0,64,0,0,0,0,0,0,0
5139,0,NA,0,0,0,0,0,0,0
5141,0,120,0,0,0,0,0,0,0
5143,0,124,0,0,0,0,NA,NA,NA
5145,0,NA,0,0,604,NA,266,0,324
5147,0,166,0,0,272,104,128,NA,258
5149,0,430,0,0,636,0,74,NA,NA
6001,0,0,0,0,0,0,0,0,0
6003,0,0,0,0,0,0,0,0,0
6005,0,0,0,0,0,0,0,0,0
6007,0,0,0,0,0,0,0,0,0
6009,0,0,0,0,0,0,0,0,0
6011,495,NA,NA,0,721,0,0,NA,NA
6013,360,NA,NA,0,129,0,0,NA,NA
6015,NA,NA,0,0,0,0,0,0,0
6017,NA,NA,0,0,288,0,0,0,0
6019,469,NA,76,0,601,NA,0,NA,NA
6021,84,NA,NA,0,845,NA,0,NA,72
6023,544,NA,NA,0,942,0,0,NA,NA
6025,145,NA,NA,0,765,0,0,NA,NA
6027,308,NA,0,0,0,0,0,0,0
6029,439,NA,NA,0,617,NA,0,NA,221
6031,400,NA,NA,0,904,135,0,NA,316
6033,NA,NA,0,0,0,0,0,0,0
6035,112,NA,0,0,0,0,0,NA,NA
6037,NA,NA,NA,0,NA,0,0,0,0
6039,177,NA,NA,0,322,0,0,NA,186
6041,0,NA,0,0,0,0,0,0,0
6043,0,24,0,0,0,0,0,0,0
6045,345,NA,NA,0,NA,0,0,0,0
6047,470,NA,NA,0,298,0,0,NA,144
6049,405,NA,53,0,NA,0,0,NA,405
6051,80,NA,0,0,0,0,0,0,0
6053,NA,NA,106,0,NA,0,0,NA,NA
6055,NA,NA,0,0,593,0,0,0,0
6057,0,258,0,0,593,0,0,0,0
6059,0,0,0,0,575,0,0,NA,0
6061,NA,NA,NA,0,NA,0,0,NA,0
6063,463,NA,0,0,0,0,0,0,0
6065,266,NA,21,0,NA,50,0,NA,NA
6067,510,NA,0,0,235,NA,0,NA,NA
6069,NA,NA,0,0,183,0,0,NA,NA
6071,NA,NA,NA,0,250,0,0,0,0
6073,NA,NA,0,0,688,0,0,0,0
6075,0,0,0,0,0,0,0,0,0
6077,388,NA,135,0,687,96,0,NA,121
6079,299,NA,20,0,444,0,0,NA,NA
6081,0,86,0,0,NA,0,0,0,0
6083,407,NA,NA,0,NA,0,0,NA,NA
6085,NA,NA,0,0,475,0,0,0,0
6087,0,0,0,0,0,0,0,NA,0
6089,187,NA,NA,0,801,NA,0,NA,NA
6091,NA,NA,0,0,0,0,0,0,0
6093,438,NA,54,0,0,0,0,NA,NA
6095,282,NA,0,0,943,114,0,NA,406
6097,NA,NA,0,0,183,0,0,NA,NA
6099,0,0,0,0,0,0,0,0,0
6101,457,NA,0,0,171,196,0,NA,188
6103,297,NA,0,0,868,0,0,NA,NA
6105,482,NA,0,0,0,0,0,0,0
6107,483,NA,86,0,241,179,0,NA,214
6109,0,8,0,0,692,0,0,0,0
6111,NA,NA,NA,0,0,0,0,0,0
6113,323,NA,19,0,222,NA,NA,NA,222
6115,NA,NA,0,0,NA,0,0,NA,NA
8001,0,0,0,0,0,0,0,0,0
8003,0,0,0,0,0,0,0,0,0
8005,0,0,0,0,0,0,0,0,0
8007,0,0,0,0,0,0,0,0,0
8009,0,0,0,0,0,0,0,0,0
8011,223,NA,0,0,NA,132,0,NA,464
8013,74,NA,138,0,973,NA,0,0,471
8015,363,NA,0,0,0,0,0,0,0
8017,517,NA,0,0,259,142,0,NA,345
8019,0,NA,0,0,0,0,0,0,0
8021,398,NA,NA,0,0,0,0,NA,0
8023,140,NA,78,0,0,0,0,NA,0
8025,211,NA,0,0,417,134,0,NA,NA
8027,NA,NA,0,0,0,0,0,0,0
8029,178,NA,140,0,602,0,0,NA,NA
8031,0,0,0,0,0,0,0,0,0
8033,365,NA,NA,0,NA,0,0,NA,NA
8035,430,375,NA,0,NA,0,0,NA,NA
8037,222,NA,0,0,0,0,0,0,0
8039,288,NA,0,0,NA,0,0,0,319
8041,286,NA,0,0,872,0,0,NA,NA
8043,219,NA,0,0,0,0,0,0,0
8045,149,NA,0,0,0,0,0,NA,NA
8047,0,NA,0,0,0,0,0,0,0
8049,NA,NA,0,0,0,0,0,0,0
8051,NA,NA,0,0,0,0,0,0,0
8053,NA,NA,0,0,0,0,0,0,0
8055,358,NA,0,0,0,0,0,0,0
8057,NA,NA,0,0,0,0,0,0,0
8059,NA,NA,0,0,0,0,0,NA,NA
8061,120,0,0,0,749,19,0,0,455
8063,359,NA,0,0,858,NA,99,NA,158
8065,0,NA,0,0,0,0,0,0,0
8067,125,NA,0,0,NA,0,0,NA,NA
8069,109,NA,18,0,902,0,NA,NA,NA
8071,465,NA,0,0,439,0,0,0,0
8073,391,528,0,0,96,0,0,NA,46
8075,237,NA,NA,0,736,0,NA,NA,173
8077,265,NA,0,0,526,0,177,NA,NA
8079,0,NA,0,0,0,0,0,0,0
8081,428,NA,0,0,0,0,0,0,0
8083,268,NA,NA,0,NA,0,0,NA,7
8085,165,NA,42,0,154,0,0,NA,NA
8087,175,NA,NA,0,640,0,0,NA,NA
8089,257,NA,0,0,712,178,NA,NA,NA
8091,NA,NA,0,0,0,0,0,0,0
8093,NA,NA,0,0,0,0,0,0,0
8095,471,125,NA,0,816,NA,NA,NA,63
8097,NA,NA,0,0,0,0,0,0,0
8099,0,0,0,0,0,0,0,0,0
8101,415,NA,0,0,524,0,0,0,317
8103,374,NA,0,0,0,0,0,0,0
8105,310,NA,41,0,0,0,0,NA,NA
8107,303,NA,0,0,0,0,0,0,0
8109,239,NA,NA,0,0,0,0,NA,NA
8111,0,0,0,0,0,0,0,0,0
8113,NA,NA,0,0,0,0,0,0,0
8115,207,NA,0,0,467,0,NA,NA,166
8117,NA,NA,0,0,0,0,0,0,0
8119,NA,NA,0,0,0,0,0,NA,NA
8121,427,NA,NA,0,440,0,79,NA,NA
8123,474,NA,98,0,894,NA,0,NA,143
8125,509,NA,0,0,286,0,NA,NA,377
9001,0,0,0,0,0,0,0,0,0
9003,0,0,0,0,0,0,0,0,0
9005,0,0,0,0,0,0,0,0,0
9007,0,0,0,0,0,0,0,0,0
9009,0,0,0,0,0,0,0,0,0
9011,0,0,0,0,NA,0,0,0,0
9013,0,NA,0,0,NA,0,0,NA,NA
9015,0,61,0,0,0,0,0,0,0
10001,0,0,0,0,0,0,0,0,0
10003,0,0,0,0,0,0,0,0,0
10005,0,0,0,0,0,0,0,0,0
11001,0,0,0,0,0,0,0,0,0
12001,0,0,0,0,0,0,0,0,0
12003,0,0,0,0,0,0,0,0,0
12005,0,0,0,0,0,0,0,0,0
12007,0,0,0,0,0,0,0,0,0
12009,0,0,0,0,0,0,0,0,0
12011,0,0,0,0,0,0,0,0,0
12013,0,NA,0,0,NA,0,0,0,0
12015,0,0,0,0,0,0,0,0,0
12017,0,0,0,0,0,0,0,0,0
12019,0,NA,0,0,0,0,0,0,0
12021,0,0,0,0,NA,0,0,0,0
12023,0,NA,0,0,16,0,0,0,0
12027,0,570,0,0,0,0,0,0,0
12029,0,240,0,0,NA,0,0,0,0
12031,0,0,0,0,0,0,0,0,0
12033,0,NA,0,0,918,0,NA,0,0
12035,NA,NA,0,0,NA,0,0,0,0
12037,0,0,0,0,0,0,0,0,0
12039,0,8,0,0,164,0,0,0,0
12041,0,636,0,0,NA,NA,0,0,0
12043,0,NA,0,0,NA,0,0,0,0
12045,0,0,0,0,0,0,0,0,0
12047,0,356,0,0,523,0,0,0,0
12049,0,882,0,0,475,0,0,0,0
12051,0,160,0,0,0,0,0,0,0
12053,0,82,0,0,0,0,0,0,0
12055,0,838,0,0,0,0,0,0,0
12057,0,265,0,0,465,0,0,0,0
12059,0,25,0,0,NA,0,0,0,0
12061,0,0,0,0,0,0,0,0,0
12063,NA,NA,0,0,68,NA,NA,NA,NA
12065,0,NA,0,0,215,0,NA,0,0
12067,NA,NA,0,0,384,0,NA,0,0
12069,0,167,0,0,NA,0,0,0,0
12071,0,0,0,0,0,0,0,0,0
12073,0,NA,0,0,NA,0,NA,0,0
12075,0,NA,0,0,NA,0,0,0,0
12077,0,0,0,0,0,0,0,0,0
12079,0,NA,0,0,126,57,403,0,0
12081,NA,NA,0,0,0,0,0,0,0
12083,0,NA,0,0,NA,0,0,NA,NA
12085,0,NA,0,0,0,0,0,0,0
12086,0,0,0,0,NA,0,NA,0,0
12087,0,0,0,0,0,0,0,0,0
12089,0,NA,0,0,NA,0,0,0,0
12091,NA,NA,0,0,840,0,0,0,0
12093,0,NA,0,0,0,0,0,0,0
12095,NA,NA,0,0,0,0,0,0,0
12097,0,NA,0,0,0,0,0,0,0
12099,0,0,0,0,0,0,0,0,0
12101,NA,NA,0,0,0,0,0,0,0
12103,0,NA,0,0,0,0,0,0,0
12105,0,NA,0,0,0,0,NA,0,0
12107,0,NA,0,0,NA,0,0,0,0
12109,0,NA,0,0,NA,0,0,0,0
12111,0,45,0,0,0,0,0,0,0
12113,0,31,0,0,645,0,0,0,0
12115,0,NA,0,0,0,0,0,0,0
12117,0,NA,0,0,0,0,0,0,0
12119,0,NA,0,0,0,0,0,0,0
12121,NA,NA,0,0,308,NA,NA,0,0
12123,NA,NA,0,0,NA,0,0,0,0
12125,0,81,0,0,0,0,0,0,0
12127,NA,NA,0,0,NA,0,0,0,0
12129,0,0,0,0,152,0,0,0,0
12131,0,14,0,0,NA,0,0,0,0
12133,0,292,0,0,463,0,0,0,0
13001,0,0,0,0,0,0,0,0,0
13003,0,0,0,0,0,0,0,0,0
13005,0,0,0,0,0,0,0,0,0
13007,0,0,0,0,0,0,0,0,0
13009,0,0,0,0,0,0,0,0,0
13011,0,28,0,0,0,0,0,0,0
13013,0,NA,0,0,231,0,0,0,0
13015,0,NA,0,0,866,0,NA,0,0
13017,0,NA,0,0,140,NA,0,0,0
13019,0,28,0,0,329,0,0,NA,NA
13021,0,NA,0,0,0,0,177,0,0
13023,0,573,0,0,606,0,257,NA,NA
13025,0,NA,0,0,423,0,0,0,0
13027,0,769,0,0,3,NA,69,NA,3
13029,0,0,0,0,NA,0,0,0,0
13031,0,150,0,0,378,0,638,0,232
13033,155,582,0,0,949,0,223,NA,34
13035,0,NA,0,0,0,0,0,0,0
13037,0,NA,0,0,800,NA,0,0,368
13039,0,NA,0,0,0,0,0,0,0
13043,0,788,0,0,249,0,469,NA,NA
13045,0,NA,0,0,0,0,0,0,0
13047,0,NA,0,0,0,0,0,0,0
13049,0,NA,0,0,NA,0,0,0,0
13051,0,NA,0,0,0,0,0,0,0
13053,0,0,0,0,0,0,0,0,0
13055,0,13,0,0,NA,0,NA,0,0
13057,0,NA,0,0,0,0,0,0,0
13059,0,NA,0,0,0,0,0,0,0
13061,0,0,0,0,NA,0,NA,NA,NA
13063,0,0,0,0,0,0,0,0,0
13065,0,0,0,0,NA,0,0,0,0
13067,0,0,0,0,0,0,0,0,0
13069,0,811,NA,0,510,0,601,NA,NA
13071,0,700,0,0,81,133,174,NA,NA
13073,0,0,0,0,0,0,0,0,0
13075,0,400,0,0,669,0,NA,0,0
13077,0,92,0,0,0,0,0,0,334
13079,0,NA,0,0,NA,0,NA,NA,NA
13081,0,NA,0,0,925,27,NA,0,385
13083,0,NA,0,0,0,0,0,0,0
13085,0,NA,0,0,NA,0,0,0,0
13087,0,170,0,0,701,0,44,0,289
13089,0,0,0,0,0,0,0,0,0
13091,0,314,0,0,108,0,628,0,291
13093,0,85,0,0,89,0,537,0,422
13095,0,NA,0,0,139,0,0,0,0
13097,0,NA,0,0,0,0,0,0,0
13099,0,0,0,0,0,0,0,0,0
13101,0,0,NA,0,NA,0,0,0,0
13103,0,NA,0,0,576,0,NA,NA,NA
13105,0,0,0,0,NA,0,0,0,0
13107,0,0,0,0,284,0,380,0,0
13109,0,NA,0,0,859,0,NA,0,0
13111,0,NA,0,0,NA,0,0,0,0
13113,0,0,0,0,NA,0,0,0,0
13115,0,187,0,0,680,0,NA,0,0
13117,0,NA,0,0,0,0,NA,0,0
13119,0,25,0,0,281,0,NA,NA,NA
13121,0,46,0,0,0,NA,0,NA,NA
13123,0,5,0,0,0,0,0,0,0
13125,0,NA,0,0,NA,0,0,0,0
13127,0,0,0,0,0,0,0,0,0
13129,0,NA,0,0,6,0,551,0,0
13131,0,176,0,0,524,NA,NA,0,0
13133,0,NA,0,0,NA,0,0,NA,NA
13135,0,NA,0,0,0,0,0,0,0
13137,0,NA,0,0,NA,0,0,0,0
13139,0,NA,0,0,692,0,0,0,0
13141,0,NA,0,0,0,0,0,0,0
13143,0,NA,0,0,0,0,0,0,0
13145,0,14,0,0,NA,0,0,0,0
13147,NA,NA,0,0,741,0,NA,NA,NA
13149,0,NA,0,0,0,0,0,0,0
13151,0,0,0,0,0,0,0,0,0
13153,0,287,0,0,NA,NA,NA,0,442
13155,0,619,0,0,726,NA,0,0,322
13157,0,57,0,0,0,0,NA,0,0
13159,0,NA,0,0,NA,0,0,0,0
13161,0,541,0,0,95,NA,373,NA,NA
13163,NA,NA,0,0,797,NA,63,NA,183
13165,0,104,0,0,364,0,NA,NA,NA
13167,0,NA,0,0,NA,0,0,NA,NA
13169,0,30,0,0,0,0,0,0,0
13171,0,572,0,0,NA,0,0,0,0
13173,0,NA,0,0,892,0,NA,NA,NA
13175,0,390,0,0,75,56,58,0,208
13177,0,NA,0,0,599,0,NA,NA,59
13179,0,0,0,0,0,0,0,0,0
13181,0,0,0,0,0,0,0,0,0
13183,0,0,0,0,0,0,0,0,0
13185,0,NA,0,0,97,0,440,0,0
13187,0,0,0,0,0,0,0,0,0
13189,0,NA,0,0,0,0,0,0,0
13191,0,0,0,0,0,0,0,0,0
13193,NA,NA,0,0,528,0,104,NA,2
13195,0,NA,0,0,638,0,0,0,0
13197,0,213,0,0,884,NA,140,0,0
13199,0,NA,0,0,NA,0,NA,0,102
13201,0,265,0,0,711,0,NA,NA,51
13205,0,NA,0,0,NA,NA,36,0,391
13207,0,0,0,0,0,0,0,0,0
13209,0,NA,0,0,84,0,NA,0,0
13211,0,622,0,0,NA,0,0,0,0
13213,0,NA,0,0,NA,0,0,0,0
13215,0,0,0,0,0,0,0,0,0
13217,0,0,0,0,NA,0,0,0,0
13219,0,343,0,0,NA,0,0,NA,NA
13221,NA,NA,0,0,0,0,0,0,0
13223,0,NA,0,0,0,0,0,0,0
13225,0,120,0,0,NA,0,NA,NA,50
13227,0,NA,0,0,NA,0,0,0,0
13229,0,NA,0,0,385,0,577,0,366
13231,0,28,0,0,NA,0,0,0,0
13233,0,0,0,0,0,0,0,0,0
13235,0,NA,0,0,375,NA,270,NA,NA
13237,0,151,0,0,0,0,0,0,0
13239,0,0,0,0,0,0,0,0,0
13241,0,NA,0,0,942,0,0,0,0
13243,0,351,0,0,611,NA,24,0,469
13245,NA,NA,0,0,0,0,0,0,0
13247,0,0,0,0,0,0,0,0,0
13249,0,0,0,0,249,NA,NA,NA,NA
13251,0,694,0,0,626,0,157,NA,180
13253,0,110,0,0,854,0,262,NA,86
13255,0,NA,0,0,0,0,0,0,0
13257,0,0,0,0,0,0,0,0,0
13259,0,30,0,0,NA,0,0,0,0
13261,0,NA,0,0,790,NA,583,NA,52
13263,0,NA,0,0,0,0,0,0,0
13265,0,NA,NA,0,0,NA,0,0,0
13267,0,148,0,0,325,0,656,0,396
13269,0,425,0,0,537,0,50,0,227
13271,0,248,0,0,56,44,174,0,245
13273,0,30,0,0,844,53,489,NA,69
13275,0,279,0,0,94,0,NA,NA,NA
13277,NA,NA,0,0,46,NA,0,NA,47
13279,0,161,0,0,353,0,214,0,283
13281,0,0,0,0,0,0,0,0,0
13283,0,0,0,0,NA,0,0,0,0
13285,0,NA,0,0,0,0,0,0,0
13287,0,NA,0,0,937,168,0,0,274
13289,0,150,0,0,772,0,0,0,0
13291,0,0,0,0,0,0,0,0,0
13293,0,0,0,0,NA,0,0,0,0
13295,0,84,0,0,0,0,0,0,0
13297,0,NA,0,0,NA,0,0,0,0
13299,0,NA,0,0,313,0,0,0,0
13301,0,NA,0,0,0,0,0,0,0
13303,0,92,0,0,489,0,7,0,382
13305,0,NA,0,0,915,0,227,NA,NA
13307,0,NA,0,0,162,0,0,NA,NA
13309,0,0,0,0,822,54,NA,NA,NA
13311,0,NA,0,0,0,0,NA,0,0
13313,0,0,0,0,0,0,0,0,0
13315,NA,NA,0,0,123,NA,0,0,430
13317,0,0,0,0,NA,0,0,0,0
13319,0,NA,0,0,NA,0,NA,0,160
13321,0,NA,0,0,718,0,272,NA,37
16001,0,0,0,0,0,0,0,0,0
16003,0,0,0,0,0,0,0,0,0
16005,0,0,0,0,0,0,0,0,0
16007,0,0,0,0,0,0,0,0,0
16009,0,0,0,0,0,0,0,0,0
16011,403,NA,26,0,362,0,0,NA,466
16013,160,NA,38,0,0,0,0,NA,0
16015,37,NA,0,0,0,0,0,0,0
16017,254,469,0,0,0,0,0,0,0
16019,258,NA,121,0,812,0,0,NA,313
16021,NA,NA,0,0,0,0,0,NA,0
16023,NA,NA,33,0,0,0,0,NA,19
16025,78,NA,77,0,NA,0,0,NA,0
16027,NA,NA,15,0,471,NA,0,NA,239
16029,141,NA,51,0,0,0,0,NA,336
16031,399,NA,NA,0,25,0,0,NA,272
16033,NA,NA,5,0,0,0,0,NA,NA
16035,NA,NA,0,0,0,0,0,0,0
16037,232,NA,148,0,NA,0,0,NA,0
16039,251,NA,NA,0,908,0,0,NA,93
16041,281,NA,131,0,14,0,0,NA,348
16043,123,NA,90,0,0,0,0,NA,470
16045,81,NA,136,0,600,0,0,NA,NA
16047,263,NA,74,0,218,0,0,NA,NA
16049,434,131,0,0,0,0,0,0,0
16051,449,NA,100,0,NA,0,0,NA,178
16053,338,NA,60,0,532,0,0,NA,NA
16055,294,NA,117,0,0,0,0,NA,0
16057,319,30,0,0,0,0,0,0,0
16059,243,NA,NA,0,0,0,0,NA,0
16061,0,0,0,0,0,0,0,0,0
16063,250,NA,NA,0,522,0,0,NA,84
16065,127,NA,89,0,0,0,0,NA,NA
16067,336,NA,84,0,125,0,0,NA,128
16069,348,144,0,0,0,0,0,NA,0
16071,224,NA,8,0,NA,0,0,NA,79
16073,394,NA,11,0,407,NA,0,NA,NA
16075,135,NA,49,0,850,0,0,NA,NA
16077,460,NA,102,0,127,0,0,NA,NA
16079,0,6,0,0,0,0,0,0,0
16081,513,NA,59,0,0,0,0,NA,445
16083,475,NA,82,0,400,0,0,NA,159
16085,57,NA,0,0,0,0,0,NA,NA
16087,166,NA,107,0,511,0,0,NA,264
17001,0,0,0,0,0,0,0,0,0
17003,0,0,0,0,0,0,0,0,0
17005,0,0,0,0,0,0,0,0,0
17007,0,0,0,0,0,0,0,0,0
17009,0,0,0,0,0,0,0,0,0
17011,NA,NA,0,0,947,0,28,0,265
17013,0,0,0,0,0,0,0,0,0
17015,NA,NA,0,0,697,0,49,0,0
17017,NA,NA,0,0,273,0,355,NA,NA
17019,0,0,0,0,177,0,417,NA,43
17021,0,0,0,0,0,0,NA,0,0
17023,0,NA,0,0,513,NA,241,0,290
17025,NA,NA,0,0,NA,0,NA,0,0
17027,NA,NA,0,0,683,0,544,NA,NA
17029,0,NA,0,0,0,0,0,0,0
17031,NA,NA,0,0,NA,0,0,0,0
17033,0,NA,0,0,619,NA,339,0,398
17035,0,0,0,0,0,0,0,0,0
17037,0,0,0,0,77,0,72,NA,NA
17039,0,0,0,0,NA,0,NA,0,0
17041,NA,NA,0,0,475,0,609,0,0
17043,0,0,0,0,0,0,0,0,0
17045,0,0,0,0,NA,0,NA,NA,NA
17047,0,0,0,0,NA,0,NA,NA,NA
17049,271,0,0,0,864,0,516,0,325
17051,NA,NA,0,0,593,0,NA,0,213
17053,0,0,0,0,680,0,NA,0,0
17055,0,0,0,0,0,0,0,0,0
17057,0,0,0,0,63,0,559,NA,NA
17059,NA,NA,0,0,251,NA,649,0,425
17061,0,0,0,0,785,0,245,0,0
17063,0,0,0,0,NA,0,NA,0,0
17065,0,NA,0,0,0,0,0,0,0
17067,NA,NA,0,0,363,0,139,NA,NA
17069,0,0,0,0,0,0,0,0,0
17071,NA,NA,0,0,846,0,344,0,114
17073,NA,NA,0,0,844,0,22,0,0
17075,0,0,0,0,390,0,NA,0,0
17077,328,0,0,0,890,0,475,0,94
17079,0,0,0,0,0,0,0,0,0
17081,99,17,0,0,NA,NA,NA,NA,NA
17083,0,0,0,0,0,0,0,0,0
17085,NA,NA,0,0,0,0,0,0,0
17087,0,0,0,0,0,0,0,NA,NA
17089,0,0,0,0,0,0,NA,0,0
17091,0,0,0,0,852,0,233,NA,NA
17093,NA,NA,0,0,NA,0,NA,0,0
17095,0,0,0,0,NA,0,NA,0,0
17097,0,0,0,0,0,0,329,0,0
17099,0,0,0,0,0,0,0,0,0
17101,0,0,0,0,898,0,429,0,394
17103,NA,NA,0,0,415,0,114,0,0
17105,0,0,0,0,NA,0,NA,0,0
17107,0,0,0,0,971,0,NA,0,0
17109,0,0,0,0,NA,0,0,0,0
17111,NA,NA,0,0,847,0,219,NA,NA
17113,0,0,0,0,59,0,175,0,0
17115,0,0,0,0,0,0,0,0,0
